source,destination,distance_km,travel_time_minutes,alt_distance_km,alt_travel_time_minutes,time_of_day,stop1,stop1_traffic,stop1_alt_route,stop1_weather,stop1_road_condition,stop1_passenger_demand_in,stop1_passenger_demand_out,stop2,stop2_traffic,stop2_alt_route,stop2_weather,stop2_road_condition,stop2_passenger_demand_in,stop2_passenger_demand_out,stop3,stop3_traffic,stop3_alt_route,stop3_weather,stop3_road_condition,stop3_passenger_demand_in,stop3_passenger_demand_out,stop4,stop4_traffic,stop4_alt_route,stop4_weather,stop4_road_condition,stop4_passenger_demand_in,stop4_passenger_demand_out,stop5,stop5_traffic,stop5_alt_route,stop5_weather,stop5_road_condition,stop5_passenger_demand_in,stop5_passenger_demand_out,stop6,stop6_traffic,stop6_alt_route,stop6_weather,stop6_road_condition,stop6_passenger_demand_in,stop6_passenger_demand_out,stop7,stop7_traffic,stop7_alt_route,stop7_weather,stop7_road_condition,stop7_passenger_demand_in,stop7_passenger_demand_out,stop8,stop8_traffic,stop8_alt_route,stop8_weather,stop8_road_condition,stop8_passenger_demand_in,stop8_passenger_demand_out,stop9,stop9_traffic,stop9_alt_route,stop9_weather,stop9_road_condition,stop9_passenger_demand_in,stop9_passenger_demand_out,stop10,stop10_traffic,stop10_alt_route,stop10_weather,stop10_road_condition,stop10_passenger_demand_in,stop10_passenger_demand_out,stop11,stop11_traffic,stop11_alt_route,stop11_weather,stop11_road_condition,stop11_passenger_demand_in,stop11_passenger_demand_out,stop12,stop12_traffic,stop12_alt_route,stop12_weather,stop12_road_condition,stop12_passenger_demand_in,stop12_passenger_demand_out
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.988594726115373,54,26.194614674478444,52,16:45,Jaitpur Crossing,Moderate,True,Clear,Poor,24,13,Lal Kuan,Moderate,True,Rainy,Good,49,4,Okhla Phase 1,Low,False,Cloudy,Good,26,4,Govind Puri Metro Station,High,False,Clear,Good,20,7,Nehru Place Terminal,Moderate,True,Foggy,Poor,20,29,Panchsheel Enclave,Low,True,Foggy,Moderate,26,50,IIT Gate,Moderate,False,Rainy,Moderate,33,28,Munirka DDA Flats,High,False,Foggy,Poor,39,25,Vasant Vihar,High,True,Cloudy,Moderate,34,3,Palam Airport / IGI Airport T111,Low,True,Clear,Good,3,14,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Poor,1,29,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Moderate,13,46
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.30936599239293,84,30.985264870739577,86,05:04,Jaitpur Crossing,High,True,Clear,Good,27,9,Lal Kuan,Low,False,Clear,Moderate,43,12,Okhla Phase 1,High,False,Rainy,Moderate,5,13,Govind Puri Metro Station,Low,True,Clear,Poor,47,13,Nehru Place Terminal,High,True,Rainy,Good,30,26,Panchsheel Enclave,Moderate,False,Clear,Moderate,29,37,IIT Gate,High,True,Rainy,Good,6,12,Munirka DDA Flats,Moderate,True,Rainy,Moderate,22,14,Vasant Vihar,Moderate,True,Foggy,Good,3,29,Palam Airport / IGI Airport T111,High,False,Foggy,Good,7,46,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Good,37,18,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Good,7,44
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.13524320777833,81,31.03081750845014,65,19:40,Jaitpur Crossing,High,False,Cloudy,Poor,34,36,Lal Kuan,Low,True,Cloudy,Moderate,41,36,Okhla Phase 1,Low,True,Foggy,Poor,45,37,Govind Puri Metro Station,Low,False,Clear,Poor,26,22,Nehru Place Terminal,Moderate,False,Cloudy,Moderate,29,1,Panchsheel Enclave,Low,False,Clear,Moderate,34,49,IIT Gate,High,False,Foggy,Poor,18,50,Munirka DDA Flats,High,False,Foggy,Moderate,24,40,Vasant Vihar,Low,True,Cloudy,Moderate,47,43,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,23,23,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Good,49,37,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Moderate,24,34
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.53876048623302,70,27.645132133383633,72,17:06,Jaitpur Crossing,Moderate,True,Cloudy,Poor,2,9,Lal Kuan,High,True,Clear,Good,5,31,Okhla Phase 1,Low,False,Clear,Poor,23,32,Govind Puri Metro Station,High,False,Cloudy,Good,8,13,Nehru Place Terminal,High,False,Cloudy,Poor,11,46,Panchsheel Enclave,Low,False,Foggy,Moderate,46,40,IIT Gate,High,False,Rainy,Good,40,42,Munirka DDA Flats,High,True,Foggy,Moderate,24,13,Vasant Vihar,Low,True,Foggy,Poor,41,35,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,13,21,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Good,29,12,Dwarka Sec-6 Telephone Exchange,Low,True,Foggy,Moderate,28,22
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.473201651626454,64,34.68647440504412,77,22:04,Jaitpur Crossing,Moderate,True,Foggy,Good,17,47,Lal Kuan,High,True,Clear,Poor,28,19,Okhla Phase 1,Low,True,Cloudy,Good,0,14,Govind Puri Metro Station,High,True,Clear,Good,40,16,Nehru Place Terminal,Moderate,True,Foggy,Moderate,46,20,Panchsheel Enclave,High,False,Rainy,Moderate,46,43,IIT Gate,High,False,Foggy,Poor,1,35,Munirka DDA Flats,Low,True,Cloudy,Moderate,50,48,Vasant Vihar,High,False,Cloudy,Moderate,10,2,Palam Airport / IGI Airport T111,High,False,Clear,Moderate,8,39,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Good,45,14,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Moderate,29,45
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.263729769377804,60,32.76550329582427,88,05:59,Jaitpur Crossing,Moderate,True,Clear,Moderate,15,12,Lal Kuan,Moderate,True,Foggy,Moderate,7,27,Okhla Phase 1,Low,True,Cloudy,Good,40,43,Govind Puri Metro Station,Low,False,Clear,Poor,45,18,Nehru Place Terminal,High,False,Clear,Good,32,26,Panchsheel Enclave,Moderate,True,Clear,Good,10,38,IIT Gate,Low,False,Foggy,Poor,44,40,Munirka DDA Flats,High,False,Cloudy,Good,43,27,Vasant Vihar,High,True,Foggy,Poor,37,41,Palam Airport / IGI Airport T111,Low,True,Clear,Good,35,7,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Good,31,9,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Poor,44,23
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.143241701227534,71,30.40985724282942,60,06:11,Jaitpur Crossing,Moderate,True,Clear,Good,26,26,Lal Kuan,Low,False,Foggy,Good,36,0,Okhla Phase 1,Low,True,Clear,Good,23,18,Govind Puri Metro Station,Low,False,Rainy,Moderate,48,11,Nehru Place Terminal,Moderate,False,Clear,Good,12,7,Panchsheel Enclave,Low,True,Foggy,Good,3,31,IIT Gate,Moderate,True,Clear,Moderate,7,44,Munirka DDA Flats,Moderate,False,Rainy,Moderate,19,48,Vasant Vihar,High,True,Rainy,Moderate,45,34,Palam Airport / IGI Airport T111,High,True,Clear,Good,49,1,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Moderate,39,12,Dwarka Sec-6 Telephone Exchange,High,False,Foggy,Poor,4,31
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.210983321475286,58,34.04725133498905,52,14:04,Jaitpur Crossing,Low,True,Rainy,Good,34,40,Lal Kuan,Moderate,False,Foggy,Good,48,44,Okhla Phase 1,High,True,Rainy,Poor,19,10,Govind Puri Metro Station,Moderate,False,Rainy,Moderate,5,16,Nehru Place Terminal,Moderate,False,Clear,Moderate,34,41,Panchsheel Enclave,Low,False,Clear,Good,33,24,IIT Gate,Low,True,Cloudy,Moderate,35,42,Munirka DDA Flats,High,False,Clear,Good,30,5,Vasant Vihar,High,False,Rainy,Poor,7,17,Palam Airport / IGI Airport T111,High,False,Clear,Moderate,28,11,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Good,21,23,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Moderate,12,2
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.136970560779865,63,30.329966828487912,74,23:47,Jaitpur Crossing,Moderate,False,Clear,Moderate,43,43,Lal Kuan,Moderate,True,Rainy,Moderate,8,6,Okhla Phase 1,Moderate,True,Foggy,Poor,20,28,Govind Puri Metro Station,Low,False,Cloudy,Good,29,6,Nehru Place Terminal,Moderate,True,Rainy,Moderate,42,46,Panchsheel Enclave,High,True,Foggy,Good,47,15,IIT Gate,High,False,Clear,Poor,6,3,Munirka DDA Flats,Moderate,True,Foggy,Good,37,12,Vasant Vihar,High,True,Cloudy,Poor,21,38,Palam Airport / IGI Airport T111,Low,True,Clear,Moderate,13,25,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Poor,47,30,Dwarka Sec-6 Telephone Exchange,Low,True,Clear,Good,19,11
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.837819968265435,54,31.33640931436593,87,17:04,Jaitpur Crossing,High,False,Cloudy,Good,27,47,Lal Kuan,High,False,Cloudy,Moderate,35,27,Okhla Phase 1,High,False,Cloudy,Good,49,19,Govind Puri Metro Station,High,True,Foggy,Moderate,17,10,Nehru Place Terminal,High,False,Clear,Poor,26,19,Panchsheel Enclave,Moderate,False,Clear,Good,12,15,IIT Gate,High,True,Cloudy,Poor,4,46,Munirka DDA Flats,High,False,Rainy,Good,13,7,Vasant Vihar,Low,True,Foggy,Moderate,12,45,Palam Airport / IGI Airport T111,Moderate,False,Rainy,Poor,41,45,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Rainy,Poor,49,27,Dwarka Sec-6 Telephone Exchange,High,False,Foggy,Poor,44,2
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.90039096496519,75,26.799983735265137,87,14:55,Jaitpur Crossing,Low,False,Foggy,Poor,50,44,Lal Kuan,Moderate,False,Cloudy,Moderate,34,7,Okhla Phase 1,Low,False,Cloudy,Good,30,25,Govind Puri Metro Station,Low,False,Rainy,Moderate,3,49,Nehru Place Terminal,High,True,Foggy,Poor,18,16,Panchsheel Enclave,Low,False,Rainy,Moderate,47,36,IIT Gate,Moderate,False,Cloudy,Good,28,45,Munirka DDA Flats,High,True,Clear,Poor,9,41,Vasant Vihar,Low,False,Foggy,Poor,6,29,Palam Airport / IGI Airport T111,Moderate,False,Cloudy,Moderate,41,9,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Poor,25,15,Dwarka Sec-6 Telephone Exchange,High,True,Clear,Poor,24,9
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.715568571719942,57,25.187485896142398,62,21:27,Jaitpur Crossing,High,True,Foggy,Poor,20,22,Lal Kuan,Low,True,Rainy,Moderate,37,42,Okhla Phase 1,High,True,Cloudy,Poor,33,25,Govind Puri Metro Station,High,False,Cloudy,Poor,3,14,Nehru Place Terminal,Moderate,True,Rainy,Poor,34,9,Panchsheel Enclave,Moderate,False,Clear,Moderate,49,18,IIT Gate,Low,True,Cloudy,Moderate,16,50,Munirka DDA Flats,Low,True,Clear,Moderate,31,3,Vasant Vihar,Low,True,Cloudy,Moderate,37,13,Palam Airport / IGI Airport T111,Low,True,Foggy,Good,18,28,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Good,45,27,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Good,9,28
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.007643703526046,62,25.11650345980268,81,11:02,Jaitpur Crossing,Moderate,True,Cloudy,Good,37,3,Lal Kuan,Moderate,True,Cloudy,Poor,45,29,Okhla Phase 1,Low,True,Cloudy,Moderate,47,19,Govind Puri Metro Station,Moderate,True,Foggy,Good,2,33,Nehru Place Terminal,Moderate,False,Rainy,Good,38,15,Panchsheel Enclave,Moderate,False,Clear,Moderate,42,8,IIT Gate,Low,False,Clear,Good,22,33,Munirka DDA Flats,Low,True,Clear,Moderate,48,16,Vasant Vihar,High,True,Cloudy,Moderate,13,42,Palam Airport / IGI Airport T111,Moderate,False,Rainy,Good,32,49,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Moderate,34,40,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Moderate,45,3
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.61700311719907,52,28.055614911726977,80,07:00,Jaitpur Crossing,Low,False,Foggy,Moderate,22,35,Lal Kuan,Low,False,Cloudy,Moderate,30,3,Okhla Phase 1,Low,True,Rainy,Good,38,23,Govind Puri Metro Station,Low,True,Cloudy,Moderate,48,48,Nehru Place Terminal,Moderate,True,Rainy,Moderate,2,12,Panchsheel Enclave,High,True,Foggy,Moderate,33,5,IIT Gate,High,False,Foggy,Poor,5,4,Munirka DDA Flats,Low,True,Foggy,Good,4,37,Vasant Vihar,High,False,Foggy,Good,24,4,Palam Airport / IGI Airport T111,Low,False,Clear,Good,47,12,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Moderate,0,7,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Good,0,34
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.831375671257106,50,26.05884397885899,71,08:48,Jaitpur Crossing,Moderate,True,Cloudy,Good,40,45,Lal Kuan,High,False,Clear,Poor,17,40,Okhla Phase 1,Low,False,Clear,Good,39,16,Govind Puri Metro Station,Moderate,True,Clear,Moderate,14,5,Nehru Place Terminal,Low,False,Clear,Moderate,43,27,Panchsheel Enclave,Low,True,Clear,Moderate,5,31,IIT Gate,Low,False,Cloudy,Good,47,37,Munirka DDA Flats,Low,True,Cloudy,Poor,39,2,Vasant Vihar,Moderate,False,Foggy,Poor,36,32,Palam Airport / IGI Airport T111,Low,True,Cloudy,Poor,5,7,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Poor,25,16,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Good,50,21
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.048796838366606,55,32.71480726992235,89,20:07,Jaitpur Crossing,Low,True,Foggy,Good,11,44,Lal Kuan,High,True,Rainy,Good,0,12,Okhla Phase 1,Low,False,Cloudy,Poor,20,5,Govind Puri Metro Station,Moderate,True,Clear,Moderate,6,23,Nehru Place Terminal,High,False,Clear,Moderate,10,31,Panchsheel Enclave,Moderate,False,Foggy,Moderate,41,35,IIT Gate,Low,True,Clear,Moderate,35,34,Munirka DDA Flats,Low,False,Clear,Good,13,0,Vasant Vihar,Low,False,Clear,Good,12,0,Palam Airport / IGI Airport T111,High,False,Cloudy,Moderate,13,3,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Good,28,46,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Moderate,26,5
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.22756876042979,57,31.924784843246336,77,23:44,Jaitpur Crossing,High,True,Rainy,Good,24,1,Lal Kuan,Low,True,Foggy,Moderate,37,21,Okhla Phase 1,High,False,Foggy,Good,39,26,Govind Puri Metro Station,Low,True,Rainy,Moderate,19,31,Nehru Place Terminal,Low,False,Cloudy,Good,8,5,Panchsheel Enclave,High,False,Clear,Poor,31,5,IIT Gate,High,False,Rainy,Good,20,9,Munirka DDA Flats,High,False,Clear,Good,49,10,Vasant Vihar,Moderate,False,Cloudy,Moderate,34,21,Palam Airport / IGI Airport T111,Moderate,False,Clear,Moderate,39,19,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Good,38,37,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,45,37
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.631955124028316,83,25.172370019931392,50,21:10,Jaitpur Crossing,Moderate,False,Rainy,Good,0,45,Lal Kuan,High,False,Clear,Good,21,50,Okhla Phase 1,High,False,Foggy,Good,27,46,Govind Puri Metro Station,Low,True,Foggy,Poor,2,42,Nehru Place Terminal,Moderate,True,Foggy,Poor,3,39,Panchsheel Enclave,High,True,Clear,Poor,11,43,IIT Gate,Low,False,Foggy,Good,42,32,Munirka DDA Flats,High,False,Rainy,Moderate,22,11,Vasant Vihar,Low,True,Cloudy,Moderate,39,39,Palam Airport / IGI Airport T111,High,True,Foggy,Good,6,28,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Moderate,3,20,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Poor,41,33
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.77801601809717,61,27.185763974593193,58,18:30,Jaitpur Crossing,High,True,Foggy,Good,29,7,Lal Kuan,High,False,Clear,Moderate,1,37,Okhla Phase 1,High,False,Rainy,Good,4,17,Govind Puri Metro Station,Low,True,Clear,Poor,46,21,Nehru Place Terminal,Low,False,Clear,Good,1,22,Panchsheel Enclave,Moderate,False,Foggy,Good,13,31,IIT Gate,Low,False,Clear,Poor,16,20,Munirka DDA Flats,Moderate,False,Rainy,Moderate,49,40,Vasant Vihar,High,False,Foggy,Moderate,46,46,Palam Airport / IGI Airport T111,Low,False,Clear,Poor,21,49,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Good,11,46,Dwarka Sec-6 Telephone Exchange,Low,False,Foggy,Moderate,20,31
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.676104377056305,79,25.42274875930226,56,06:51,Jaitpur Crossing,Moderate,False,Rainy,Moderate,26,12,Lal Kuan,Low,False,Cloudy,Good,49,36,Okhla Phase 1,Low,False,Foggy,Moderate,45,5,Govind Puri Metro Station,Low,False,Cloudy,Moderate,10,29,Nehru Place Terminal,Low,False,Cloudy,Moderate,31,8,Panchsheel Enclave,Moderate,False,Rainy,Moderate,15,17,IIT Gate,Low,True,Clear,Good,47,35,Munirka DDA Flats,Moderate,True,Cloudy,Good,1,26,Vasant Vihar,Low,True,Rainy,Poor,1,3,Palam Airport / IGI Airport T111,Low,False,Clear,Poor,24,47,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Moderate,40,49,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Good,14,39
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.49001084930905,51,29.03233163322544,65,21:47,Jaitpur Crossing,Low,True,Foggy,Good,32,11,Lal Kuan,Low,False,Foggy,Moderate,20,9,Okhla Phase 1,Moderate,True,Rainy,Moderate,50,13,Govind Puri Metro Station,Moderate,True,Rainy,Poor,13,6,Nehru Place Terminal,Moderate,False,Foggy,Good,29,4,Panchsheel Enclave,Moderate,True,Rainy,Moderate,3,28,IIT Gate,High,False,Rainy,Poor,24,48,Munirka DDA Flats,Moderate,False,Cloudy,Good,29,31,Vasant Vihar,Low,False,Clear,Moderate,31,19,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,11,8,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Good,42,17,Dwarka Sec-6 Telephone Exchange,Low,True,Foggy,Poor,34,44
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.434585311449567,84,32.3305598858295,61,07:45,Jaitpur Crossing,Moderate,False,Rainy,Good,10,24,Lal Kuan,Moderate,False,Cloudy,Poor,30,22,Okhla Phase 1,Low,False,Rainy,Good,13,34,Govind Puri Metro Station,Low,True,Rainy,Poor,22,8,Nehru Place Terminal,High,True,Rainy,Poor,6,13,Panchsheel Enclave,Low,True,Foggy,Poor,5,50,IIT Gate,Moderate,True,Rainy,Moderate,35,34,Munirka DDA Flats,Moderate,False,Cloudy,Good,17,43,Vasant Vihar,Low,False,Cloudy,Moderate,37,9,Palam Airport / IGI Airport T111,High,True,Foggy,Moderate,25,8,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Good,50,21,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Good,44,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.593281482765708,83,33.418906980008884,70,23:58,Jaitpur Crossing,High,True,Foggy,Poor,17,27,Lal Kuan,High,True,Rainy,Good,33,43,Okhla Phase 1,Moderate,False,Foggy,Poor,45,48,Govind Puri Metro Station,High,False,Rainy,Poor,40,15,Nehru Place Terminal,Low,True,Rainy,Moderate,1,6,Panchsheel Enclave,Low,False,Clear,Moderate,32,46,IIT Gate,High,True,Cloudy,Moderate,25,38,Munirka DDA Flats,High,True,Cloudy,Poor,0,25,Vasant Vihar,Moderate,True,Foggy,Poor,14,49,Palam Airport / IGI Airport T111,Low,True,Cloudy,Poor,7,8,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Moderate,50,35,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Moderate,42,42
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.959869387244375,78,30.805945024087997,84,11:02,Jaitpur Crossing,Moderate,True,Cloudy,Good,9,4,Lal Kuan,Moderate,False,Clear,Poor,38,8,Okhla Phase 1,Low,False,Rainy,Moderate,8,24,Govind Puri Metro Station,High,True,Foggy,Good,38,41,Nehru Place Terminal,Moderate,True,Clear,Moderate,31,29,Panchsheel Enclave,High,False,Foggy,Poor,23,29,IIT Gate,Low,True,Rainy,Good,35,11,Munirka DDA Flats,Low,False,Foggy,Moderate,6,47,Vasant Vihar,High,False,Clear,Poor,36,50,Palam Airport / IGI Airport T111,Low,False,Foggy,Good,23,29,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Good,33,3,Dwarka Sec-6 Telephone Exchange,Low,True,Clear,Good,6,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.43955549616141,59,29.21198074685835,88,20:25,Jaitpur Crossing,Moderate,True,Cloudy,Moderate,23,39,Lal Kuan,Moderate,False,Foggy,Good,44,43,Okhla Phase 1,Low,True,Cloudy,Moderate,7,27,Govind Puri Metro Station,Moderate,False,Foggy,Moderate,24,0,Nehru Place Terminal,Moderate,False,Cloudy,Moderate,9,29,Panchsheel Enclave,Moderate,False,Foggy,Poor,15,46,IIT Gate,Low,False,Clear,Moderate,13,17,Munirka DDA Flats,Low,True,Clear,Moderate,8,3,Vasant Vihar,Moderate,False,Foggy,Moderate,11,44,Palam Airport / IGI Airport T111,High,False,Cloudy,Good,23,16,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Moderate,39,19,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Moderate,4,6
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.23121918455171,67,34.457772798449284,55,19:51,Jaitpur Crossing,Low,True,Foggy,Moderate,10,50,Lal Kuan,High,False,Cloudy,Moderate,16,39,Okhla Phase 1,High,False,Foggy,Poor,50,39,Govind Puri Metro Station,Moderate,True,Clear,Poor,13,24,Nehru Place Terminal,Low,True,Cloudy,Moderate,21,6,Panchsheel Enclave,Moderate,False,Clear,Moderate,47,4,IIT Gate,Moderate,True,Foggy,Good,17,17,Munirka DDA Flats,Moderate,False,Foggy,Poor,17,22,Vasant Vihar,Moderate,False,Clear,Poor,42,1,Palam Airport / IGI Airport T111,Moderate,False,Rainy,Poor,34,16,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Good,23,25,Dwarka Sec-6 Telephone Exchange,Moderate,False,Rainy,Good,35,50
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.690320401170155,51,31.975566253093763,87,17:50,Jaitpur Crossing,High,False,Cloudy,Moderate,46,24,Lal Kuan,Low,True,Rainy,Poor,16,28,Okhla Phase 1,Moderate,False,Rainy,Moderate,0,41,Govind Puri Metro Station,High,False,Clear,Good,18,17,Nehru Place Terminal,Moderate,False,Foggy,Good,1,11,Panchsheel Enclave,High,True,Clear,Poor,9,0,IIT Gate,High,False,Cloudy,Good,33,24,Munirka DDA Flats,Moderate,True,Rainy,Good,35,30,Vasant Vihar,Moderate,True,Rainy,Moderate,33,10,Palam Airport / IGI Airport T111,Low,False,Foggy,Moderate,18,28,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Moderate,20,10,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Poor,35,5
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.680968156351454,67,34.57152451038067,66,23:54,Jaitpur Crossing,Moderate,False,Foggy,Good,42,16,Lal Kuan,High,True,Rainy,Poor,25,35,Okhla Phase 1,Moderate,False,Clear,Good,12,37,Govind Puri Metro Station,Moderate,False,Foggy,Good,22,20,Nehru Place Terminal,Low,False,Cloudy,Moderate,23,14,Panchsheel Enclave,Moderate,True,Clear,Poor,31,27,IIT Gate,Moderate,False,Foggy,Poor,17,8,Munirka DDA Flats,Moderate,False,Clear,Poor,48,26,Vasant Vihar,Moderate,False,Clear,Moderate,39,9,Palam Airport / IGI Airport T111,Moderate,False,Clear,Poor,43,4,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Moderate,37,13,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Poor,27,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.21000873740444,61,25.08161384088221,69,19:07,Jaitpur Crossing,Low,False,Cloudy,Good,41,8,Lal Kuan,High,True,Cloudy,Moderate,25,14,Okhla Phase 1,High,True,Cloudy,Good,19,40,Govind Puri Metro Station,Low,True,Cloudy,Moderate,28,48,Nehru Place Terminal,Low,True,Rainy,Poor,28,33,Panchsheel Enclave,High,False,Foggy,Good,46,35,IIT Gate,Low,True,Clear,Moderate,49,16,Munirka DDA Flats,Moderate,True,Clear,Poor,17,50,Vasant Vihar,High,False,Clear,Moderate,15,28,Palam Airport / IGI Airport T111,Moderate,False,Rainy,Good,18,29,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Good,49,11,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Moderate,1,49
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.938582578129274,85,27.899129797845383,52,16:25,Jaitpur Crossing,Moderate,True,Cloudy,Good,40,45,Lal Kuan,Moderate,True,Rainy,Moderate,11,34,Okhla Phase 1,Moderate,False,Foggy,Moderate,34,30,Govind Puri Metro Station,High,False,Cloudy,Moderate,5,30,Nehru Place Terminal,Moderate,True,Foggy,Good,9,31,Panchsheel Enclave,Moderate,False,Clear,Good,43,17,IIT Gate,High,True,Cloudy,Moderate,37,26,Munirka DDA Flats,Moderate,False,Clear,Poor,43,50,Vasant Vihar,Low,False,Cloudy,Moderate,39,0,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Moderate,22,46,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Good,14,15,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Poor,27,44
